cluster_id,time_floor_4h,Total_Footprint,Violation_Count,hour,day_of_week,Is_Weekend,month,Lag_1_Shift,Lag_1_Day,Lag_1_Week,Target,Predicted_Next_Shift_Footprint,Predicted_Next_Shift_Impact,center_lat,center_lon,primary_violation
165,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.107559275,77.60235947272727,WRONG PARKING
166,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.024721790291666,77.58526715330557,WRONG PARKING
167,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.926700667062313,77.55075739643917,NO PARKING
168,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.91732262820513,77.57830293025641,NO PARKING
169,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.987122598506225,77.5195472514108,NO PARKING
170,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.840483666658654,77.6768805490625,NO PARKING
171,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.959787550877193,77.55845347017544,NO PARKING
172,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.964384082833133,77.55400488559424,NO PARKING
173,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.035440637499999,77.73536159711539,PARKING ON FOOTPATH
174,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.924331853999998,77.628782286,WRONG PARKING
175,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.87601398,77.61664992909091,NO PARKING
176,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.013022274390243,77.6264171012195,NO PARKING
177,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.968277521543211,77.70122342648149,NO PARKING
178,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.950867449019608,77.59820754313725,WRONG PARKING
179,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.8769107159116,77.54386401906078,WRONG PARKING
180,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.915735919762845,77.65170410632412,NO PARKING
181,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.909359045454545,77.65192097272728,WRONG PARKING
182,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.974588505882352,77.59667620294118,WRONG PARKING
183,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.89437858972973,77.65722500391891,NO PARKING
184,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.88397190625,77.55072977,NO PARKING
185,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.04564109375,77.54857411875,WRONG PARKING
186,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.048570991666667,77.54989919166667,NO PARKING
187,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.949266012903225,77.59726600430108,WRONG PARKING
188,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.913072402500001,77.48593869214287,PARKING IN A MAIN ROAD
189,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.98352598125,77.679850021875,PARKING OPPOSITE TO ANOTHER PARKED VEHICLE
190,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.010751415714285,77.50628653285715,WRONG PARKING
191,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.942258791089108,77.7472665980198,WRONG PARKING
192,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.880639417125,77.6451080853125,WRONG PARKING
193,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.0211239745,77.656961317,WRONG PARKING
194,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.978914679770318,77.69530379904593,NO PARKING
195,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.875619752112675,77.67084454788731,WRONG PARKING
196,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.924016277777778,77.63938613333333,NO PARKING
197,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.922130536036036,77.5806457954955,NO PARKING
198,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.961938489436116,77.59841830306924,NO PARKING
199,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.003463336486487,77.72349642094595,PARKING IN A MAIN ROAD
200,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.019978381818182,77.55264008686869,WRONG PARKING
201,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.963037930232558,77.55959308372093,NO PARKING
202,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.034212962222222,77.530254895,WRONG PARKING
203,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.962658801787123,77.71693010268068,WRONG PARKING
204,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.99311925875,77.71663811723214,WRONG PARKING
205,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.020042799999999,77.67455024,WRONG PARKING
206,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.962008110714285,77.59394314285714,WRONG PARKING
207,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.911528745,77.55846245833334,NO PARKING
208,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.987432025818181,77.61869301136365,NO PARKING
209,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.980253944444446,77.7244304,WRONG PARKING
210,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.98378609032258,77.56807416774194,NO PARKING
211,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.911905853846154,77.64908748461538,WRONG PARKING
212,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.041343408333333,77.62175839166666,NO PARKING
213,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.960413570212767,77.74730794042553,WRONG PARKING
214,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.922312922857143,77.56076107928571,WRONG PARKING
215,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.968761094736841,77.5592986368421,WRONG PARKING
216,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.940118468461538,77.56439591384616,NO PARKING
217,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.951439568421051,77.71746167328321,PARKING IN A MAIN ROAD
218,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.036580030281689,77.574799378169,WRONG PARKING
219,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.931521104347826,77.59255009565217,WRONG PARKING
220,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.971627800826447,77.50760308264462,NO PARKING
221,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.054274614285713,77.7629146247619,WRONG PARKING
222,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.890560866666668,77.59800997777778,NO PARKING
223,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.89735776097561,77.57126188926829,NO PARKING
224,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.025163941666667,77.51112590583334,WRONG PARKING
225,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.929848316666666,77.567117925,NO PARKING
226,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.111468141666668,77.60486750833333,WRONG PARKING
227,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.01413771147541,77.4921550590164,WRONG PARKING
228,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.997367360000002,77.48973478,WRONG PARKING
229,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.913773928843106,77.60664838779714,NO PARKING
230,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.097972408333334,77.56755236666667,NO PARKING
231,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.941454227272727,77.60868333675324,NO PARKING
232,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.875935908982035,77.64791313263473,WRONG PARKING
233,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.952628193333334,77.65252815666666,WRONG PARKING
234,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.956668863,77.653639144,NO PARKING
235,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.9076927040625,77.5329132665625,PARKING IN A MAIN ROAD
236,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.085203484210528,77.48646901578948,WRONG PARKING
237,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.014830152272726,77.76139586363637,WRONG PARKING
238,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.009039814634146,77.75885258536586,NO PARKING
239,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.971751408825911,77.6580902034008,NO PARKING
240,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.973526671428573,77.64126451428571,WRONG PARKING
241,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.994968087878789,77.6540693090909,NO PARKING
242,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.197956196825396,77.70467385396826,NO PARKING
243,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.199473283333333,77.70032203333334,NO PARKING
244,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.906850488727272,77.69654913154547,WRONG PARKING
245,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.011665443902437,77.56900065121951,WRONG PARKING
246,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.023950067826087,77.6434518273913,WRONG PARKING
247,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.199810838297873,77.67933685744681,NO PARKING
248,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.059908504285715,77.50678627809523,NO PARKING
249,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.161279831034483,77.62652933448275,WRONG PARKING
250,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.986590257142858,77.64806567190476,PARKING IN A MAIN ROAD
251,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.920071939344261,77.61039949508198,WRONG PARKING
252,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.960981613793104,77.55092596896552,NO PARKING
253,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.143383110647482,77.61783318251798,NO PARKING
254,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.933515618181817,77.601328,NO PARKING
255,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.970029399999998,77.73186528,PARKING IN A MAIN ROAD
256,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.903771777654322,77.70394104691358,WRONG PARKING
257,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.958774344827587,77.55884310689655,PARKING IN A MAIN ROAD
258,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.019442450212765,77.70866767042554,WRONG PARKING
259,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.92714002,77.57802628666667,NO PARKING
260,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.047103369325152,77.50099397300613,WRONG PARKING
261,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.994485027777777,77.75764796666667,NO PARKING
262,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.891817566666667,77.58155147777778,WRONG PARKING
263,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.049988242213116,77.59311201967213,NO PARKING
264,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.906200970588236,77.59508839411764,NO PARKING
265,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.935014614285715,77.60505817142858,NO PARKING
266,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.969324964444445,77.73605062222222,PARKING IN A MAIN ROAD
267,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.910456585714286,77.48218378571428,NO PARKING
268,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.0035169125,77.61933032499999,WRONG PARKING
269,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.244864861728395,77.71316079753086,NO PARKING
270,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.079309397142858,77.55909916,WRONG PARKING
271,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.9295149875,77.5728910875,NO PARKING
272,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.943819477142856,77.57658428142858,WRONG PARKING
273,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.923588317241379,77.57508373793102,NO PARKING
274,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.043737649999999,77.51135916666667,WRONG PARKING
275,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.93041006,77.67867446,NO PARKING
276,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.910338016666666,77.59496361666666,WRONG PARKING
277,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.020695370967742,77.61357114193548,WRONG PARKING
278,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.938268876415094,77.59262558584906,NO PARKING
279,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.971952100000001,77.52740035,NO PARKING
280,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.995307536363638,77.60242233181818,NO PARKING
281,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.893938561111112,77.56792829444446,NO PARKING
282,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.95729172551789,77.51881231745763,NO PARKING
283,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.93773148,77.54962497,WRONG PARKING
284,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.94844613076923,77.60201327692309,WRONG PARKING
285,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.015500715217392,77.54408123043478,WRONG PARKING
286,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.878783266666666,77.67202658888888,WRONG PARKING
287,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.894841708947368,77.59913146105264,NO PARKING
288,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.901499509375,77.6604547515625,WRONG PARKING
289,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.9835254,77.5856302375,NO PARKING
290,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.004757976190476,77.56238754761905,WRONG PARKING
291,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.976003003448275,77.5314314,WRONG PARKING
292,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.047874013000001,77.542822383,WRONG PARKING
293,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.99235889,77.59211757,WRONG PARKING
294,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.934975759016393,77.53651790614755,NO PARKING
295,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.002125656111112,77.63302435125,NO PARKING
296,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.999466585185186,77.48873818333333,WRONG PARKING
297,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.002953080000001,77.55974474,WRONG PARKING
298,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.048938828571428,77.54766406285714,WRONG PARKING
299,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.035724332222223,77.51417265066667,NO PARKING
300,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.004456979591836,77.7111361387755,WRONG PARKING
301,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.001022557142857,77.62752057142858,NO PARKING
302,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.95010815483871,77.68973369677418,NO PARKING
303,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.0314557,77.57716096666667,WRONG PARKING
304,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.100752533333335,77.582284,NO PARKING
305,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.886921333333333,77.565389575,WRONG PARKING
306,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.021269183333333,77.70137299166667,NO PARKING
307,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.902774714285714,77.65051081428571,NO PARKING
308,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.883303375,77.54888608125,NO PARKING
309,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.094922742105263,77.5973566736842,WRONG PARKING
310,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.900129335294118,77.64707125882353,WRONG PARKING
311,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.997898503867404,77.58139897016575,NO PARKING
312,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.99383611875,77.57733779375,NO PARKING
313,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.026767874285714,77.66107184428571,NO PARKING
314,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.910487189473685,77.61003476842106,NO PARKING
315,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.974417726923077,77.51321745,WRONG PARKING
316,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.96669906,77.50517864000001,WRONG PARKING
317,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.927338608196722,77.59710771639344,NO PARKING
318,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.946051260579711,77.58761021000001,NO PARKING
319,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.05868892,77.46640604999999,WRONG PARKING
320,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.972552765,77.511908275,WRONG PARKING
321,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.916641279999999,77.66862176,NO PARKING
322,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.947409799999999,77.56444825999999,WRONG PARKING
323,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.060786964102563,77.46124334102565,WRONG PARKING
324,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.003533875,77.58382285,NO PARKING
325,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.083547812676057,77.63763120422536,WRONG PARKING
326,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.981942239130435,77.62411184782609,NO PARKING
327,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.010753152459015,77.58359199180327,WRONG PARKING
328,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.022774022222222,77.60082327222223,WRONG PARKING
329,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.84270912,77.67441456,NO PARKING
330,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.911854244444445,77.64132268888889,WRONG PARKING
331,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.00068174,77.75752024,NO PARKING
332,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.033286925,77.63783695,NO PARKING
333,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.90801301197411,77.60082311488674,NO PARKING
334,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,12.909095185714287,77.63808728571428,NO PARKING
335,2024-04-08 12:00:00,0.0,0,12,0,0,4,0.0,0.0,0.0,0.0,0.017321816,0.017173503,13.060791900000002,77.64879389000001,NO PARKING
